,gold_present,wrong_present,gold2_present,wrong2_present,out,out2,order,question1,question2,f11,f12,ac,ac2,judge,og_accuracy,cf_accuracy,orig_comp,cf_comp
2wiki-577c480908c311ebbd8dac1f6bf848b6,True,False,True,True,"Christof Lauer ( born May 25, 1953",Artur Amon was born earlier than Christof,orig,"Who was born later, Artur Amon or Christof Lauer?","Who was born earlier, Artur Amon or Christof Lauer?",0.4,0.4444444444444445,0.0,0.0,Doubled_or_neither,1,0,later,earlier
2wiki-965b41af089211ebbd73ac1f6bf848b6,True,False,False,True,Jan Langedijk,Jan Langedijk,orig,"Who is older, Jan Langedijk or José Dapena Laguna?","Who is younger, Jan Langedijk or José Dapena Laguna?",1.0,0.0,1.0,0.0,Fail,1,0,older,younger
2wiki-ecf35e16084c11ebbd56ac1f6bf848b6,True,False,False,True,Carlos Serrano. Carlos Serrano was,Carlos Serrano. Carlos Serrano was,orig,"Who was born later, Carlos Serrano or Arthur Stilwell?","Who was born earlier, Carlos Serrano or Arthur Stilwell?",0.5,0.0,0.0,0.0,Fail,1,0,later,earlier
2wiki-d96b709008e411ebbda4ac1f6bf848b6,True,False,True,False,Jacques Moreau ( 25 August 1933 25 January 2017,John Venn D.D. (Academic,switched,"Who died later, John Venn (Academic) or Jacques Moreau?","Who died earlier, John Venn (Academic) or Jacques Moreau?",0.3636363636363636,0.5,0.0,0.0,Correct,1,1,later,earlier
2wiki-ef8779b508f111ebbdaaac1f6bf848b6,False,True,True,False,Wesley Barbosa De Morais. Wesley was born,Wesley Barbosa De Morais,orig,"Who was born later, Daniel Islas Arroyo or Wesley Barbosa De Morais?","Who was born earlier, Daniel Islas Arroyo or Wesley Barbosa De Morais?",0.0,1.0,0.0,1.0,Fail,0,1,later,earlier
hotpot-5a72118255429971e9dc923b,True,False,False,True,Batangas State University (translated in Filipino,The Batangas State University (translated in Filip,switched,"Which one of these two schools, University of New South Wales and Batangas State University, was established first?","Which one of these two schools, University of New South Wales and Batangas State University, was established last?",0.6666666666666666,0.16666666666666666,0.0,0.0,Fail,1,0,first,last
2wiki-3ebdad38085611ebbd59ac1f6bf848b6,True,False,False,True,The Flying Matchmaker was released earlier.,The Flying Matchmaker was released earlier. Tora,orig,"Which film came out earlier, Tora-San\'S Cherished Mother or The Flying Matchmaker?","Which film came out later, Tora-San\'S Cherished Mother or The Flying Matchmaker?",0.6,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-cc832c32087a11ebbd67ac1f6bf848b6,True,False,False,True,Pierre Bertin,Pierre Bertin. The answer is Pierre Bertin,orig,"Who was born first, Pierre Bertin or Giovanni Silva Tiepo?","Who was born last, Pierre Bertin or Giovanni Silva Tiepo?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-a7ab715a085511ebbd59ac1f6bf848b6,True,False,True,False,"Fred Estby was born first on March 14,","Yuka Nomura was born on March 20,",switched,Was Fred Estby or Yuka Nomura born first?,Was Fred Estby or Yuka Nomura born last?,0.3636363636363636,0.4,0.0,0.0,Correct,1,1,first,last
2wiki-0640d6d0085e11ebbd5cac1f6bf848b6,True,False,True,False,Harlan Amen.  The text says Har,Rose Vincent,switched,"Who was born earlier, Harlan Amen or Rose Vincent?","Who was born later, Harlan Amen or Rose Vincent?",0.4,1.0,0.0,1.0,Correct,1,1,earlier,later
2wiki-044316b3087d11ebbd6aac1f6bf848b6,True,False,True,False,Vladislav Nelyubin,"George Achica ( born December 19, 1960)",switched,"Who is older, George Achica or Vladislav Nelyubin?","Who is younger, George Achica or Vladislav Nelyubin?",1.0,0.4,1.0,0.0,Correct,1,1,older,younger
2wiki-4320c74e088711ebbd6dac1f6bf848b6,True,False,False,True,Swing Fever,"Swing Fever, which was released last,",orig,"Which film came out first, Swing Fever or Live Cargo?","Which film came out last, Swing Fever or Live Cargo?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-16979678085811ebbd5aac1f6bf848b6,True,True,False,True,Alena Wagnerová is born earlier than Christine,Alena Wagnerová,orig,"Who was born earlier, Christine Bakombo or Alena Wagnerová?","Who was born later, Christine Bakombo or Alena Wagnerová?",0.4444444444444445,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-7fb7a02308ac11ebbd83ac1f6bf848b6,False,False,True,False,,Yunior Estrada Falcon ( born 23,switched,"Who was born earlier, Avo Paistik or Yunior Estrada?","Who was born later, Avo Paistik or Yunior Estrada?",0.0,0.5,0.0,0.0,Doubled_or_neither,0,1,earlier,later
2wiki-f61d8cc2089811ebbd77ac1f6bf848b6,True,False,True,False,Murray Gerstenhaber is younger than Nikol,Nikolay Zurabovich Chavchav,switched,"Who is younger, Murray Gerstenhaber or Nikolay Zurabovich Chavchavadze?","Who is older, Murray Gerstenhaber or Nikolay Zurabovich Chavchavadze?",0.5,0.4,0.0,0.0,Correct,1,1,younger,older
2wiki-1fca0e9e086a11ebbd5fac1f6bf848b6,False,False,True,True,,"Margaret Gilmore, Ken Bowersox is 2",orig,"Who is older, Ken Bowersox or Margaret Gilmore?","Who is younger, Ken Bowersox or Margaret Gilmore?",0.0,0.4444444444444445,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-c6f69ff608ca11ebbd92ac1f6bf848b6,True,False,False,False,"Joan Newton Cuneo ( July 22, 1876",,orig,"Who is older, Joan Newton Cuneo or L. A. Ramdas?","Who is younger, Joan Newton Cuneo or L. A. Ramdas?",0.5454545454545454,0.0,0.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-faa83e1c08f311ebbdaaac1f6bf848b6,True,False,False,True,George Van Raemdonck,George Van Raemdonck,switched,Who was born first out of Candy Ruff and George Van Raemdonck?,Who was born last out of Candy Ruff and George Van Raemdonck?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-6d2a61b7089211ebbd73ac1f6bf848b6,False,False,False,True,,Basil I.,orig,"Who died first, Basil I or Ruby Hooper?","Who died last, Basil I or Ruby Hooper?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-61a9efc608ee11ebbda8ac1f6bf848b6,False,False,False,True,,"England, My England (1995) was released earlier",switched,"Which film was released first, The Bourne Legacy (Film) or England, My England?","Which film was released last, The Bourne Legacy (Film) or England, My England?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-5ea0589808e311ebbda4ac1f6bf848b6,False,True,True,False,"Sfia Bouarfa, (born 14",Sfia Bouarfa,switched,"Who is younger, Tuca Guimarães or Sfia Bouarfa?","Who is older, Tuca Guimarães or Sfia Bouarfa?",0.0,1.0,0.0,1.0,Fail,0,1,younger,older
2wiki-fdd8a99608be11ebbd8aac1f6bf848b6,False,True,False,False,"Thomas Albert was born on December 14, 1948 and",,orig,"Who was born later, Thomas Albert or Clive Burgess?","Who was born earlier, Thomas Albert or Clive Burgess?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,later,earlier
2wiki-4580837708e111ebbda2ac1f6bf848b6,False,True,True,False,David Bierens de Haan. The answer,David Bierens de Haan,orig,Who was born first out of Catherine Isabella Osborne and David Bierens De Haan?,Who was born last out of Catherine Isabella Osborne and David Bierens De Haan?,0.0,0.75,0.0,0.0,Fail,0,1,first,last
2wiki-e6183315086011ebbd5dac1f6bf848b6,True,False,True,False,Klown,Aatishbazi Ishq,switched,"Which film came out first, Klown or Aatishbazi Ishq?","Which film came out last, Klown or Aatishbazi Ishq?",1.0,1.0,1.0,1.0,Correct,1,1,first,last
2wiki-98210fd4097111ebbdb0ac1f6bf848b6,True,False,False,True,All In Good Taste,All In Good Taste was shown in theaters after,orig,"Which film came out earlier, Heavenly Body (Film) or All In Good Taste?","Which film came out later, Heavenly Body (Film) or All In Good Taste?",1.0,0.0,1.0,0.0,Fail,1,0,earlier,later
2wiki-cccadc9a097f11ebbdb0ac1f6bf848b6,False,False,False,True,,Under The Lash. Under The Lash was,orig,"Which film came out first, Raid On Entebbe (Film) or Under The Lash?","Which film came out last, Raid On Entebbe (Film) or Under The Lash?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,first,last
2wiki-eeefd0dc08cb11ebbd93ac1f6bf848b6,True,False,False,True,Barry Altschul,"Barry Altschul (born January 6,",orig,Who was born first out of Albert Vulivuli and Barry Altschul?,Who was born last out of Albert Vulivuli and Barry Altschul?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-f0753c26087911ebbd67ac1f6bf848b6,True,False,True,False,Ahmed Sabri,Ege Bagatur,orig,"Who died earlier, Ahmed Sabri or Ege Bagatur?","Who died later, Ahmed Sabri or Ege Bagatur?",1.0,1.0,1.0,1.0,Correct,1,1,earlier,later
2wiki-4b7ec89408c511ebbd8eac1f6bf848b6,True,False,False,True,Václav Jansa,Václav Jansa was born last,orig,Was Michael Mendl or Václav Jansa born first?,Was Michael Mendl or Václav Jansa born last?,1.0,0.0,1.0,0.0,Fail,1,0,first,last
hotpot-5a7c911255429935c91b5226,True,False,True,False,Lewis Mumford was first.,Kazuo Ishiguro,orig,"Who was first, Lewis Mumford or Kazuo Ishiguro?","Who was last, Lewis Mumford or Kazuo Ishiguro?",0.5714285714285715,1.0,0.0,1.0,Correct,1,1,first,last
2wiki-fe25c99008e811ebbda7ac1f6bf848b6,False,True,True,False,"Hans-Joachim Reske, Joc","Hans-Joachim Reske, born 9",orig,"Who is older, Hans-Joachim Reske or René Konen?","Who is younger, Hans-Joachim Reske or René Konen?",0.0,0.5714285714285715,0.0,0.0,Fail,0,1,older,younger
2wiki-c762702e08c111ebbd8bac1f6bf848b6,True,False,False,False,Joseph Hodgkins,,orig,"Who is older, Joseph Hodgkins or Harry Dove Young?","Who is younger, Joseph Hodgkins or Harry Dove Young?",1.0,0.0,1.0,0.0,Doubled_or_neither,1,0,older,younger
2wiki-27925b9608c011ebbd8aac1f6bf848b6,True,False,False,False,"Harry Schaare was born earlier on May 23,",,orig,"Who was born earlier, Harry Schaare or Viktor Gaddefors?","Who was born later, Harry Schaare or Viktor Gaddefors?",0.3636363636363636,0.0,0.0,0.0,Doubled_or_neither,1,0,earlier,later
2wiki-a16c55d0087711ebbd67ac1f6bf848b6,True,False,False,False,Herman Kristoffersen,,switched,"Who was born first, Herman Kristoffersen or Alec Distaso?","Who was born last, Herman Kristoffersen or Alec Distaso?",1.0,0.0,1.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-72488af2086111ebbd5dac1f6bf848b6,True,False,True,False,Darkest Russia (1917),The Legend of Bigfoot,switched,"Which film came out earlier, Darkest Russia or The Legend Of Bigfoot?","Which film came out later, Darkest Russia or The Legend Of Bigfoot?",0.8,0.75,0.0,0.0,Correct,1,1,earlier,later
2wiki-8b2d6560087711ebbd67ac1f6bf848b6,True,False,False,True,Zigniew Rychlicki was born first,Zigniew Rychlicki. Zign,switched,"Who was born first, Michael Villines or Zbigniew Rychlicki?","Who was born last, Michael Villines or Zbigniew Rychlicki?",0.28571428571428575,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-a828722d08d411ebbd96ac1f6bf848b6,False,False,True,False,,Kenneth William Granger ( born 20 March 1951),orig,Was J. Gerald Phelan or Kenneth Granger born first?,Was J. Gerald Phelan or Kenneth Granger born last?,0.0,0.4,0.0,0.0,Doubled_or_neither,0,1,first,last
2wiki-0cb83d1808fa11ebbdacac1f6bf848b6,True,False,True,False,"Walter Jurmann (October 12, 1903 – June",Mons Olai Haukeland,switched,"Who was born later, Mons Haukeland or Walter Jurmann?","Who was born earlier, Mons Haukeland or Walter Jurmann?",0.4,0.8,0.0,0.0,Correct,1,1,later,earlier
hotpot-5a7ce5ba554299683c1c63c9,True,False,True,False,Akira Kurosawa (黒�,Mike Judge.,switched,"Which director is older, Mike Judge or Akira Kurosawa?","Which director is younger, Mike Judge or Akira Kurosawa?",0.8,0.8,0.0,0.0,Correct,1,1,older,younger
2wiki-40e35c78087611ebbd67ac1f6bf848b6,True,False,False,False,Miloš Petrović (born 5,,orig,"Who was born later, Miloš Petrović or Dick Hassett?","Who was born earlier, Miloš Petrović or Dick Hassett?",0.6666666666666666,0.0,0.0,0.0,Doubled_or_neither,1,0,later,earlier
2wiki-02d0063109a611ebbdb0ac1f6bf848b6,False,False,False,False,,,orig,"Which song was released earlier, Memory Motel or Sajna?","Which song was released later, Memory Motel or Sajna?",0.0,0.0,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-1bdc4c2f08a711ebbd7fac1f6bf848b6,True,False,False,True,Éric Messier was born first on October 29,"Éric Messier (born October 29, 1973",orig,"Who was born first, Éric Messier or Oksana Rogova?","Who was born last, Éric Messier or Oksana Rogova?",0.4,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-4b68aa8e088911ebbd6eac1f6bf848b6,True,False,True,False,"Sarah Edmondson ( born June 22, 1977",John Rea Jamison,switched,"Who was born later, Johnny Jamison or Sarah Edmondson?","Who was born earlier, Johnny Jamison or Sarah Edmondson?",0.4,0.4,0.0,0.0,Correct,1,1,later,earlier
2wiki-c95236c9094411ebbdaeac1f6bf848b6,True,False,False,True,The Noltenius Brothers,The Noltenius Brothers is the title of,orig,"Which film came out first, Eagles Fly Early (Film) or The Noltenius Brothers?","Which film came out last, Eagles Fly Early (Film) or The Noltenius Brothers?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-ed3ecb39086c11ebbd61ac1f6bf848b6,True,False,False,True,"Edwin G Lucas, the Scottish Modernist artist,","Edwin G. Lucas, who was born on 30",orig,"Who is older, Igor Savitsky or Edwin G Lucas?","Who is younger, Igor Savitsky or Edwin G Lucas?",0.5,0.0,0.0,0.0,Fail,1,0,older,younger
hotpot-5abbc83055429931dba14521,True,False,True,False,Gunner Palace.,War/Dance,orig,"Which was released first, Gunner Palace or War/Dance?","Which was released last, Gunner Palace or War/Dance?",0.8,1.0,0.0,1.0,Correct,1,1,first,last
2wiki-d602da8108b311ebbd86ac1f6bf848b6,True,False,True,False,Legends Of Lust.,The Seed of Silence,switched,"Which film came out first, Legends Of Lust or The Seed Of Silence?","Which film came out last, Legends Of Lust or The Seed Of Silence?",0.8571428571428571,0.75,0.0,0.0,Correct,1,1,first,last
2wiki-a7ca22d4088d11ebbd70ac1f6bf848b6,True,False,False,True,Stoddard Judd,"Stoddard Judd (August 1, 17",orig,"Who was born first, William Churchill (Athlete) or Stoddard Judd?","Who was born last, William Churchill (Athlete) or Stoddard Judd?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-e58033f8089811ebbd77ac1f6bf848b6,True,False,False,True,Seppo Sairanen,Seppo Sairanen (born 23 March,switched,"Who was born first, Jerome Doraisamy or Seppo Sairanen?","Who was born last, Jerome Doraisamy or Seppo Sairanen?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-bf1b0cd6086811ebbd5eac1f6bf848b6,True,False,False,True,"Werner Klingelfuss ( born June 11,",Werner Klingelfuss wasn't born in a,switched,"Who was born first, Lucas Richman or Werner Klingelfuss?","Who was born last, Lucas Richman or Werner Klingelfuss?",0.4444444444444445,0.0,0.0,0.0,Fail,1,0,first,last
2wiki-205debc708ad11ebbd83ac1f6bf848b6,True,True,True,True,Herman Wilhelm Bissen is not notably older than Robert,Robert Filliou is younger than Herman Wilhelm B,orig,"Who is older, Robert Filliou or Herman Wilhelm Bissen?","Who is younger, Robert Filliou or Herman Wilhelm Bissen?",0.5,0.4,0.0,0.0,Doubled_or_neither,0,0,older,younger
2wiki-0d71f1da088511ebbd6dac1f6bf848b6,False,True,True,False,Québec-Montréal,Québec-Montréal.,switched,"Which film was released earlier, Québec-Montréal or The Diamond Master?","Which film was released later, Québec-Montréal or The Diamond Master?",0.0,0.6666666666666666,0.0,0.0,Fail,0,1,earlier,later
2wiki-dd4f82a708fc11ebbdadac1f6bf848b6,False,True,True,False,Jamal Naji was born earlier than Bhaves,Jamal Naji was born earlier. Jamal,orig,"Who was born later, Jamal Naji or Bhavesh Bhatia?","Who was born earlier, Jamal Naji or Bhavesh Bhatia?",0.0,0.4444444444444445,0.0,0.0,Fail,0,1,later,earlier
2wiki-cbe8eae608fc11ebbdadac1f6bf848b6,False,False,True,False,,"Cecil Robert Bull was born on October 25, 1890",orig,Who was born first out of Sam Hield Hamer and Cecil Robert Bull?,Who was born last out of Sam Hield Hamer and Cecil Robert Bull?,0.0,0.4615384615384615,0.0,0.0,Doubled_or_neither,0,1,first,last
hotpot-5a8846be55429938390d3f19,True,False,False,True,Die Entführung aus dem Serail,Die Entführung aus dem Serail,orig,"Which opera premiered first, Die Entführung aus dem Serail or Lohengrin?","Which opera premiered last, Die Entführung aus dem Serail or Lohengrin?",1.0,0.0,1.0,0.0,Fail,1,0,first,last
2wiki-abd867e3091a11ebbdaeac1f6bf848b6,True,False,True,False,Gargousse,Above the Mountains (Boven de Bergen),orig,"Which film was released first, Gargousse or Above the Mountains?","Which film was released last, Gargousse or Above the Mountains?",1.0,0.2857142857142857,1.0,0.0,Correct,1,1,first,last
2wiki-1e7b138f08d411ebbd96ac1f6bf848b6,True,False,True,True,Goodbye Charlie (1964).,Goodbye Charlie. The answer is Goodbye Charlie,switched,"Which film came out first, The Look Of Love (Film) or Goodbye Charlie?","Which film came out last, The Look Of Love (Film) or Goodbye Charlie?",0.6666666666666666,0.15384615384615385,0.0,0.0,Doubled_or_neither,1,0,first,last
2wiki-7d7d9cfc08ed11ebbda7ac1f6bf848b6,True,False,False,True,"Ilze Rubene ( July 17, 1958 –","Ilze Rubene, who died on August 15",orig,"Who died earlier, Brian Barry or Ilze Rubene?","Who died later, Brian Barry or Ilze Rubene?",0.4,0.0,0.0,0.0,Fail,1,0,earlier,later
2wiki-f659913a089e11ebbd78ac1f6bf848b6,True,False,True,False,The Leverian Collection was the museum that was,Dresden Museum of Ethnology was opened,switched,"Which museum was opened first, Dresden Museum Of Ethnology or Leverian Collection?","Which museum was opened last, Dresden Museum Of Ethnology or Leverian Collection?",0.4,0.6,0.0,0.0,Correct,1,1,first,last
2wiki-d495d3b5088111ebbd6dac1f6bf848b6,True,False,True,False,Celluloid Man has been screened at 50 film,Salve(Film),orig,"Which film was released more recently, Salve (Film) or Celluloid Man?","Which film was released earlier, Salve (Film) or Celluloid Man?",0.4,0.0,0.0,0.0,Correct,1,1,recently,earlier
2wiki-c23a460008b011ebbd85ac1f6bf848b6,True,False,True,False,The Famous Woman,"Short Grass. Short Grass"" (1950) was",switched,"Which film came out earlier, Short Grass or The Famous Woman?","Which film came out later, Short Grass or The Famous Woman?",1.0,0.4444444444444445,1.0,0.0,Correct,1,1,earlier,later
2wiki-3548f40b089f11ebbd78ac1f6bf848b6,False,False,False,False, Mr. Moto In Danger Island, Moto,none,"Which film was released earlier, The Acting Class or Mr. Moto In Danger Island?","Which film was released later, The Acting Class or Mr. Moto In Danger Island?",0.6666666666666666,0.6666666666666666,0.0,0.0,Doubled_or_neither,0,0,earlier,later
2wiki-ae13f9d2085111ebbd58ac1f6bf848b6,True,False,True,False,Jettatore,Kid Cannabis. Kid Cannabis was released on,switched,"Which film was released earlier, Kid Cannabis or Jettatore?","Which film was released later, Kid Cannabis or Jettatore?",1.0,0.4,1.0,0.0,Correct,1,1,earlier,later
hotpot-5a79b3fd554299148911fa3a,True,False,True,False,The African Lion. ,Snowball Express,switched,"Which film was made first, Snowball Express or The African Lion?","Which film was made last, Snowball Express or The African Lion?",0.7499999999999999,1.0,0.0,1.0,Correct,1,1,first,last
2wiki-57f22169096011ebbdafac1f6bf848b6,True,False,True,False,Il Comune Senso Del Pudore.,Made Men (Film),orig,"Which film came out earlier, Made Men (Film) or Il Comune Senso Del Pudore?","Which film came out later, Made Men (Film) or Il Comune Senso Del Pudore?",0.9090909090909091,0.6666666666666666,0.0,0.0,Correct,1,1,earlier,later
2wiki-067a8b2d085f11ebbd5cac1f6bf848b6,True,False,True,False,Milorad Nedeljković (1976,"Cecil Vernon Harris was born on September 1, 1896",switched,"Who is older, Milorad Nedeljković or Cecil Harris (footballer, born 1896)?","Who is younger, Milorad Nedeljković or Cecil Harris (footballer, born 1896)?",0.8,0.33333333333333337,0.0,0.0,Correct,1,1,older,younger
